ID,Handle,Command,Display Name,Status,Updated At,Definition: Handle,Definition: Name,Top Row,Row #,Field,Value
88907645065,pain-relief,MERGE,Pain Relief,Active,2025-02-25 10:02:04 -0500,product_feature_groups,Product Feature Groups,,98,product_feature_3,product_features.moisture-wick
88907645065,pain-relief,MERGE,Pain Relief,Active,2025-02-25 10:02:04 -0500,product_feature_groups,Product Feature Groups,,99,product_feature_4,product_features.heel-cup-all-purpose
88907645065,pain-relief,MERGE,Pain Relief,Active,2025-02-25 10:02:04 -0500,product_feature_groups,Product Feature Groups,,100,product_features_list,
88907841673,golf,MERGE,Golf,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,true,101,name,Golf
88907841673,golf,MERGE,Golf,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,102,main_image,t2-plp-tech-court-golf.webp
88907841673,golf,MERGE,Golf,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,103,eyebrow,Performance Tech
88907841673,golf,MERGE,Golf,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,104,headline,Superfeet For Golf
88907841673,golf,MERGE,Golf,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,105,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Superfeet insoles are clinically proven to decrease fatigue, reduce injury, and improve comfort""}]}]}"
88907841673,golf,MERGE,Golf,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,106,product_feature_1,product_features.fourth-lightweight-aluminum-frame
88907841673,golf,MERGE,Golf,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,107,product_feature_2,product_features.arch-support-golf
88907841673,golf,MERGE,Golf,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,108,product_feature_3,product_features.moisture-wick
88907841673,golf,MERGE,Golf,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,109,product_feature_4,product_features.heel-cup-racquet
88907841673,golf,MERGE,Golf,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,110,product_features_list,
88907776137,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,true,111,name,Racquet Sports
88907776137,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,112,main_image,t2-plp-tech-raqcuet.webp
88907776137,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,113,eyebrow,Performance Tech
88907776137,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,114,headline,Superfeet For Racquet Sports
88907776137,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,115,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Superfeet insoles are clinically proven to decrease fatigue, reduce injury, and improve comfort""}]}]}"
88907776137,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,116,product_feature_1,product_features.fourth-lightweight-aluminum-frame
88907776137,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,117,product_feature_2,product_features.arch-support-racquet
88907776137,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,118,product_feature_3,product_features.moisture-wick
88907776137,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,119,product_feature_4,product_features.heel-cup-racquet
88907776137,racquet-sports,MERGE,Racquet Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,120,product_features_list,
88907808905,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,true,121,name,Cleat Sports
88907808905,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,122,main_image,t2-plp-tech-cleats.webp
88907808905,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,123,eyebrow,Performance Tech
88907808905,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,124,headline,Superfeet For Cleats
88907808905,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,125,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Superfeet insoles are clinically proven to decrease fatigue, reduce injury, and improve comfort""}]}]}"
88907808905,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,126,product_feature_1,product_features.premium-cushioning-cleat
88907808905,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,127,product_feature_2,product_features.arch-support-racquet
88907808905,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,128,product_feature_3,product_features.moisture-wick
88907808905,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,129,product_feature_4,product_features.heel-cup-cleat
88907808905,cleat-sports,MERGE,Cleat Sports,Active,2024-09-27 14:02:38 -0400,product_feature_groups,Product Feature Groups,,130,product_features_list,
88907874441,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:39 -0400,product_feature_groups,Product Feature Groups,true,131,name,Fitness & Training
88907874441,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:39 -0400,product_feature_groups,Product Feature Groups,,132,main_image,t2-plp-tech-all-purpose-fitness.webp
88907874441,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:39 -0400,product_feature_groups,Product Feature Groups,,133,eyebrow,Performance Tech
88907874441,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:39 -0400,product_feature_groups,Product Feature Groups,,134,headline,Superfeet For Training
88907874441,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:39 -0400,product_feature_groups,Product Feature Groups,,135,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Superfeet insoles are clinically proven to decrease fatigue, reduce injury, and improve comfort""}]}]}"
88907874441,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:39 -0400,product_feature_groups,Product Feature Groups,,136,product_feature_1,product_features.fourth-lightweight-aluminum-frame
88907874441,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:39 -0400,product_feature_groups,Product Feature Groups,,137,product_feature_2,product_features.arch-support-court
88907874441,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:39 -0400,product_feature_groups,Product Feature Groups,,138,product_feature_3,product_features.moisture-wick
88907874441,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:39 -0400,product_feature_groups,Product Feature Groups,,139,product_feature_4,product_features.heel-cup-racquet
88907874441,fitness-training,MERGE,Fitness & Training,Active,2024-09-27 14:02:39 -0400,product_feature_groups,Product Feature Groups,,140,product_features_list,
88907743369,court-sports,MERGE,Court Sports,Active,2024-11-22 15:00:31 -0500,product_feature_groups,Product Feature Groups,true,141,name,Court Sports
88907743369,court-sports,MERGE,Court Sports,Active,2024-11-22 15:00:31 -0500,product_feature_groups,Product Feature Groups,,142,main_image,t2-plp-tech-court-golf.webp
88907743369,court-sports,MERGE,Court Sports,Active,2024-11-22 15:00:31 -0500,product_feature_groups,Product Feature Groups,,143,eyebrow,Performance Tech
88907743369,court-sports,MERGE,Court Sports,Active,2024-11-22 15:00:31 -0500,product_feature_groups,Product Feature Groups,,144,headline,Step Up Your Game
88907743369,court-sports,MERGE,Court Sports,Active,2024-11-22 15:00:31 -0500,product_feature_groups,Product Feature Groups,,145,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Experience the science-backed arch support of Superfeet insoles for basketball and volleyball, clinically proven to decrease fatigue and reduce injury so you can dominate the court.""}]}]}"
88907743369,court-sports,MERGE,Court Sports,Active,2024-11-22 15:00:31 -0500,product_feature_groups,Product Feature Groups,,146,product_feature_1,product_features.disperse-impact-from-landing
88907743369,court-sports,MERGE,Court Sports,Active,2024-11-22 15:00:31 -0500,product_feature_groups,Product Feature Groups,,147,product_feature_2,product_features.gain-side-to-side-stability
88907743369,court-sports,MERGE,Court Sports,Active,2024-11-22 15:00:31 -0500,product_feature_groups,Product Feature Groups,,148,product_feature_3,product_features.quicker-starts-faster-stops
88907743369,court-sports,MERGE,Court Sports,Active,2024-11-22 15:00:31 -0500,product_feature_groups,Product Feature Groups,,149,product_feature_4,product_features.increase-forward-propulsion
88907743369,court-sports,MERGE,Court Sports,Active,2024-11-22 15:00:31 -0500,product_feature_groups,Product Feature Groups,,150,product_features_list,
88907907209,ap-high-impact-support,MERGE,AP High Impact Support,Active,2024-09-27 14:02:40 -0400,product_feature_groups,Product Feature Groups,true,151,name,AP High Impact Support
88907907209,ap-high-impact-support,MERGE,AP High Impact Support,Active,2024-09-27 14:02:40 -0400,product_feature_groups,Product Feature Groups,,152,main_image,pdp-insole-ap-support-high-impact.webp
88907907209,ap-high-impact-support,MERGE,AP High Impact Support,Active,2024-09-27 14:02:40 -0400,product_feature_groups,Product Feature Groups,,153,eyebrow,Performance Tech
88907907209,ap-high-impact-support,MERGE,AP High Impact Support,Active,2024-09-27 14:02:40 -0400,product_feature_groups,Product Feature Groups,,154,headline,Engineered For High Impact Strides
88907907209,ap-high-impact-support,MERGE,AP High Impact Support,Active,2024-09-27 14:02:40 -0400,product_feature_groups,Product Feature Groups,,155,description,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Superfeet insoles are clinically proven to decrease fatigue, reduce injury, and improve comfort""}]}]}"
